Longitud_WGS84,Latitud_WGS84,,,,,,,,,,,,,,,,
2.17731855,41.39446662,,,,,,,,,,,,,,,,
2.14364477,41.39050273,,,,,,,,,,,,,,,,
2.14364477,41.39050273,,,,,,,,,,,,,,,,
2.14364477,41.39050273,,,,,,,,,,,,,,,,
2.14364477,41.39050273,,,,,,,,,,,,,,,,
2.15779772,41.41154716,,,,,,,,,,,,,,,,
2.17408421,41.38019904,,,,,,,,,,,,,,,,
2.17408421,41.38019904,,,,,,,,,,,,,,,,
2.17408421,41.38019904,,,,,,,,,,,,,,,,
2.17408421,41.38019904,,,,,,,,,,,,,,,,
2.17408421,41.38019904,,,,,,,,,,,,,,,,
2.17408421,41.38019904,,,,,,,,,,,,,,,,
2.18268407,41.44639924,,,,,,,,,,,,,,,,
2.14827543,41.38136938,,,,,,,,,,,,,,,,
2.14827543,41.38136938,,,,,,,,,,,,,,,,
2.14827543,41.38136938,,,,,,,,,,,,,,,,
2.14827543,41.38136938,,,,,,,,,,,,,,,,
2.14232979,41.42478473,,,,,,,,,,,,,,,,
2.14232979,41.42478473,,,,,,,,,,,,,,,,
2.19327391,41.43188377,,,,,,,,,,,,,,,,
2.19327391,41.43188377,,,,,,,,,,,,,,,,
2.12875832,41.41229162,,,,,,,,,,,,,,,,
2.12875832,41.41229162,,,,,,,,,,,,,,,,
2.12875832,41.41229162,,,,,,,,,,,,,,,,
2.18660505,41.4166269,,,,,,,,,,,,,,,,
2.18660505,41.4166269,,,,,,,,,,,,,,,,
2.12689313,41.33172996,,,,,,,,,,,,,,,,
2.14327436,41.40308038,,,,,,,,,,,,,,,,
2.14327436,41.40308038,,,,,,,,,,,,,,,,
2.19239835,41.41283628,,,,,,,,,,,,,,,,
2.19239835,41.41283628,,,,,,,,,,,,,,,,
